CASEID	v3	v1	v2	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v17_jp	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v84_tw1	v84_tw2	v84_tw3	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	s1_cjt	s2_cjt	cn_frcap	jp_frcap	tw_frcap	sex	age	marital	relig	topbot	urbrural	cn_reg	jp_reg	kr_reg	tw_reg	happy	happy_kr	educyrs	degree	inschl	wrkst	fullpart	wrkhrs	empcntrt	wrktype	whynowrk	isco88	cn_rinc	jp_rinc	kr_rinc	tw_rinc	cn_rincx	jp_rincx	kr_rincx	tw_rincx	hhdnum	cn_hinc	jp_hinc	kr_hinc	tw_hinc	rltvhinc	weight	spage	spedyrs	spdegr	spinschl	spwrkst	spfullpt	spwrkhrs	spempcnt	spwktype	spnowrk	spisco88	cn_spinc	jp_spinc	kr_spinc	tw_spinc	cn_sincx	jp_sincx	kr_sincx	tw_sincx	paedyrs	padegr	maedyrs	madegr
3708	1348	2008	2	4	4	4	1	2	2	2	3	3	3	3	3	2	 	4	4	4	3	7	3	5	3	5	6	2	1	4	1	3	3	1	1	5	 	 	 	 	 	4	1	2	1	2	2	2	2	 	1	1	1	1	1	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	5	5	5	3	4	3	6	6	5	5	1	1	2	2	1	1	2	2	2	1	4	4	4	2	2	 	2	 	1	53	1	7	7	2	 	2	 	 	3	 	16	5	0	1	1	60	1	1	 	4100	 	13	 	 	 	0	 	 	5	 	17	 	 	4	.911687362719102	54	14	4	0	1	1	40	1	1	 	2230	 	13	 	 	 	0	 	 	11	3	11	3
3709	1349	2008	2	4	4	4	2	4	1	1	1	1	5	5	4	1	 	4	1	6	6	6	2	4	2	4	6	3	1	2	2	2	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	2	1	2	1	1	1	 	2	2	2	2	2	2	4	4	 	 	 	3	3	7	3	3	6	7	5	2	2	2	1	1	2	1	1	1	1	2	1	3	4	5	2	2	 	2	 	1	53	1	1	6	2	 	2	 	 	2	 	18	6	0	3	2	30	 	 	 	2451	 	7	 	 	 	0	 	 	4	 	14	 	 	4	.911687362719102	51	18	6	0	1	1	50	1	1	 	2320	 	12	 	 	 	0	 	 	11	3	11	3
3710	1350	2008	2	4	2	4	 	3	1	1	3	3	4	4	2	2	 	6	6	3	3	4	3	3	5	3	3	1	2	2	3	2	2	2	4	2	2	1	2	2	2	2	1	2	1	1	1	2	1	 	1	1	1	1	1	1	 	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	6	3	4	3	5	4	7	6	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	 	 	 	1	53	1	1	7	1	 	2	 	 	1	 	16	5	0	5	 	 	 	 	 	 	 	 	 	 	 	6000	 	 	2	 	15	 	 	4	.911687362719102	42	16	5	0	1	1	55	1	3	 	3415	 	9	 	 	 	0	 	 	17	5	14	5
3711	1351	2008	2	2	2	3	1	3	1	2	3	3	3	3	3	2	 	4	2	4	4	6	4	3	4	3	4	2	1	2	3	3	2	2	3	4	 	 	 	 	 	3	1	2	1	1	2	2	1	 	1	2	1	1	1	1	 	1	2	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	6	2	7	5	5	3	7	3	5	6	1	1	1	2	1	1	1	1	2	1	3	3	4	2	2	 	2	 	1	53	1	7	6	2	 	2	 	 	3	 	16	5	0	2	1	60	 	 	 	2455	 	14	 	 	 	0	 	 	4	 	14	 	 	3	.911687362719102	49	14	4	0	1	2	30	2	3	 	4121	 	3	 	 	 	0	 	 	8	2	11	3
3712	1352	2008	2	3	3	3	1	1	1	4	4	4	4	4	4	1	 	4	2	2	5	6	1	6	6	4	6	2	2	2	2	3	3	2	4	5	 	 	 	 	 	2	2	2	1	2	2	2	2	 	1	2	1	2	1	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	1	1	3	4	 	 	 	2	4	5	2	4	6	3	2	3	2	2	2	2	2	1	2	2	2	2	2	5	5	5	2	2	 	2	 	2	53	1	1	 	3	 	2	 	 	1	 	12	3	0	1	2	30	2	3	 	4100	 	4	 	 	 	0	 	 	5	 	14	 	 	4	.822129088265564	56	12	3	0	2	1	50	 	 	 	4214	 	13	 	 	 	0	 	 	11	3	11	3
3713	1357	2008	2	3	3	3	1	2	2	2	3	3	4	4	2	1	 	3	3	3	4	3	4	3	3	4	4	2	2	2	2	5	3	3	2	2	2	1	2	2	2	2	1	2	1	1	2	2	1	 	2	2	1	2	2	1	 	1	2	1	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	4	4	4	4	4	4	6	6	6	2	2	1	2	2	1	2	2	1	1	2	4	4	5	2	2	 	2	 	1	51	1	1	7	2	 	2	 	 	2	 	16	5	0	1	1	60	1	3	 	1232	 	14	 	 	 	0	 	 	4	 	14	 	 	4	.911687362719102	49	12	3	0	1	2	20	2	2	 	5123	 	2	 	 	 	0	 	 	11	3	11	3
3714	1358	2008	2	1	2	2	1	2	2	1	5	3	4	4	3	2	 	6	2	6	7	6	4	7	2	3	4	2	1	3	2	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	 	1	1	1	1	1	1	 	1	1	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	6	2	5	2	2	3	7	4	5	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	 	1	 	1	51	1	1	7	2	 	2	 	 	2	 	16	5	0	2	1	50	 	 	 	4100	 	19	 	 	 	0	 	 	5	 	19	 	 	4	.911687362719102	51	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	16	5	12	3
3715	1362	2008	2	3	3	2	1	2	2	2	2	2	3	3	2	1	 	3	3	3	6	5	3	5	3	2	2	2	1	3	2	4	2	2	4	4	 	 	 	 	 	4	2	2	1	1	2	2	1	 	1	2	2	1	1	2	 	2	2	2	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	6	3	6	2	4	4	7	4	4	2	2	1	1	1	1	1	2	1	2	1	2	2	2	1	1	 	2	 	1	51	1	7	8	2	 	2	 	 	2	 	18	6	0	1	1	55	1	3	 	2144	 	15	 	 	 	0	 	 	5	 	17	 	 	4	.911687362719102	50	14	4	0	1	2	20	2	1	 	5131	 	4	 	 	 	0	 	 	16	5	14	4
3716	1364	2008	2	2	3	3	2	2	3	2	2	2	4	3	4	2	 	4	3	5	5	4	3	3	2	4	3	1	1	3	3	3	3	2	2	5	 	 	 	 	 	5	2	2	2	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	2	2	2	1	1	 	1	2	2	2	1	1	 	2	2	2	2	1	1	3	3	 	 	 	5	2	4	2	3	4	2	3	4	1	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2	 	2	 	1	50	1	1	6	2	 	2	 	 	2	 	12	3	0	3	1	40	 	 	 	2131	 	 	 	 	 	 	 	 	4	 	 	 	 	2	.911687362719102	50	14	4	0	1	2	30	2	3	 	7410	 	 	 	 	 	 	 	 	16	5	12	3
3717	1365	2008	2	4	4	3	2	2	2	2	3	3	4	4	2	2	 	2	2	4	4	3	4	4	4	4	4	1	1	4	3	3	3	3	3	5	 	 	 	 	 	7	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	1	1	1	2	2	1	 	2	2	2	2	2	2	3	3	 	 	 	4	4	4	3	3	3	3	2	6	1	2	2	2	2	2	1	2	1	2	2	5	5	5	2	2	 	2	 	2	50	3	1	5	2	 	2	 	 	2	 	12	3	0	4	1	60	 	 	 	5220	 	2	 	 	 	0	 	 	3	 	8	 	 	2	.822129088265564	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3718	1366	2008	2	4	4	4	1	2	2	2	4	3	4	4	2	2	 	4	4	3	3	2	2	5	3	5	5	1	1	1	2	2	4	3	2	3	2	1	2	2	2	5	2	2	1	1	2	2	1	 	2	2	1	2	1	1	 	2	2	2	2	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	3	3	5	6	2	4	6	3	4	2	1	1	1	2	1	1	2	2	1	1	5	5	5	2	1	 	2	 	1	50	1	1	6	1	 	2	 	 	2	 	12	3	0	1	1	40	1	3	 	4100	 	11	 	 	 	0	 	 	6	 	14	 	 	3	.911687362719102	49	12	3	0	1	1	40	1	3	 	3410	 	7	 	 	 	0	 	 	 	 	 	 
3719	1367	2008	2	2	4	3	2	3	2	2	3	3	4	4	3	2	 	4	3	3	4	5	3	4	4	5	6	2	2	4	3	3	3	3	3	5	 	 	 	 	 	6	1	2	1	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	4	4	4	 	 	 	5	3	6	1	1	1	 	 	1	1	 	1	 	 	5	5	5	2	2	 	2	 	2	49	1	10	3	3	 	2	 	 	3	 	12	3	0	1	1	35	2	3	 	5123	 	3	 	 	 	0	 	 	5	 	10	 	 	2	.866844873992232	51	12	3	0	1	1	40	1	3	 	1222	 	9	 	 	 	0	 	 	6	1	6	1
3720	1370	2008	2	2	3	4	 	2	2	2	3	3	5	4	4	2	 	6	6	4	5	5	3	5	4	3	4	3	2	3	2	2	2	2	4	5	 	 	 	 	 	3	1	2	1	2	2	2	2	 	2	2	2	1	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	1	1	3	3	 	 	 	3	4	6	3	4	4	5	3	3	1	2	1	2	2	1	1	2	2	2	2	3	3	3	2	2	 	2	 	2	49	1	1	6	2	 	2	 	 	4	 	14	4	0	1	2	10	2	3	 	4121	 	3	 	 	 	0	 	 	4	 	14	 	 	3	.866844873992232	48	16	5	0	1	1	40	1	2	 	4142	 	11	 	 	 	0	 	 	12	3	12	3
3721	1372	2008	2	3	4	4	1	2	1	3	4	4	5	5	4	2	 	4	4	5	5	5	3	5	5	5	7	3	2	4	3	1	1	3	5	1	2	1	2	2	2	7	1	1	1	1	2	2	2	 	2	2	2	2	1	2	 	1	1	1	1	1	 	1	1	2	2	1	1	 	1	1	2	1	1	1	 	2	2	2	2	1	1	4	5	 	 	 	7	5	7	3	3	5	7	7	5	7	2	2	2	2	1	1	2	2	2	2	5	5	5	2	1	 	1	 	1	48	1	1	5	2	 	2	 	 	3	 	16	5	0	1	1	50	1	3	 	3412	 	13	 	 	 	0	 	 	4	 	13	 	 	2	1.08531882803884	46	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	6	1	11	3
3722	1373	2008	2	2	4	4	1	2	2	2	3	2	3	3	2	1	 	4	4	6	5	6	2	5	6	4	5	1	1	3	1	3	1	3	3	5	 	 	 	 	 	2	1	1	1	1	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	5	5	6	3	3	3	6	5	2	2	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	 	 	 	2	48	1	1	8	2	 	2	 	 	1	 	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	4	 	11	 	 	4	.866844873992232	50	16	5	0	1	1	50	1	3	 	4100	 	11	 	 	 	0	 	 	14	5	12	3
3723	1380	2008	2	4	3	3	2	1	2	2	3	3	3	3	3	2	 	3	2	6	2	2	2	5	2	6	4	1	1	4	3	3	4	2	3	5	 	 	 	 	 	7	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	1	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	2	1	1	3	3	 	 	 	4	3	4	4	5	6	2	2	2	2	2	2	2	2	2	2	2	1	2	2	5	5	5	2	2	 	2	 	1	48	1	1	6	2	 	2	 	 	2	 	12	3	0	1	1	40	1	3	 	7124	 	8	 	 	 	0	 	 	2	 	8	 	 	2	1.08531882803884	49	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	11	3	11	3
3724	1381	2008	2	2	3	4	1	2	2	2	4	4	4	4	2	1	 	5	2	4	4	4	4	3	4	5	6	2	2	2	2	2	2	2	3	5	 	 	 	 	 	2	1	1	1	2	2	2	2	 	1	2	2	1	1	2	 	1	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	4	4	5	3	4	3	5	3	5	2	2	1	1	2	2	1	2	2	2	2	4	3	4	2	2	 	2	 	2	47	1	1	5	2	 	2	 	 	1	 	12	3	0	1	2	32	1	2	 	3231	 	3	 	 	 	0	 	 	3	 	11	 	 	3	.866844873992232	45	12	3	0	1	2	32	1	1	 	 	 	10	 	 	 	0	 	 	11	3	12	3
3725	1384	2008	2	2	3	4	1	1	1	1	2	3	4	4	2	2	 	4	4	3	4	3	3	3	3	4	6	1	1	3	2	3	3	2	2	5	 	 	 	 	 	5	1	1	1	2	2	2	2	 	2	2	2	2	1	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	3	4	6	3	3	4	6	4	4	2	2	2	2	2	1	1	2	2	1	1	4	4	4	2	2	 	2	 	1	46	1	1	7	2	 	2	 	 	2	 	16	5	0	2	1	54	 	 	 	4215	 	9	 	 	 	0	 	 	5	 	9	 	 	4	1.08531882803884	44	14	4	0	1	2	15	2	3	 	2332	 	3	 	 	 	0	 	 	14	5	8	2
3726	1386	2008	2	1	3	4	 	2	2	2	3	3	4	4	2	2	 	6	5	4	5	5	6	5	4	6	4	2	1	2	2	3	1	2	3	5	 	 	 	 	 	2	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	5	5	6	2	3	3	6	4	3	2	2	2	2	2	1	1	2	2	2	2	5	5	5	2	2	 	2	 	2	46	1	1	5	1	 	2	 	 	3	 	16	5	0	1	2	32	2	3	 	5220	 	3	 	 	 	0	 	 	2	 	11	 	 	2	.866844873992232	47	16	5	0	1	2	32	1	3	 	3415	 	9	 	 	 	0	 	 	12	3	12	3
3727	1388	2008	2	3	3	4	 	2	2	2	3	3	3	3	3	2	 	4	4	4	4	5	4	4	3	5	4	2	2	2	3	3	3	3	3	5	 	 	 	 	 	1	2	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	3	3	4	5	5	5	2	2	3	2	 	 	 	 	 	 	 	1	 	 	5	5	5	2	2	 	2	 	1	45	5	1	6	3	 	2	 	 	3	 	12	3	0	1	1	40	2	3	 	8281	 	 	 	 	 	 	 	 	4	 	 	 	 	2	1.08531882803884	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	2	9	2
3728	1389	2008	2	3	3	3	1	1	1	2	2	2	4	3	1	1	 	2	2	5	3	4	3	5	3	5	7	2	2	 	3	3	3	3	3	3	2	2	2	2	2	3	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	5	5	 	 	 	4	3	4	5	5	5	5	4	4	1	2	1	1	2	1	1	2	2	2	2	5	5	5	2	2	 	2	 	2	45	1	9	8	2	 	2	 	 	1	 	16	5	0	1	2	11	2	3	 	3475	 	2	 	 	 	 	 	 	5	 	13	 	 	4	.866844873992232	49	16	5	0	1	1	60	1	3	 	1233	 	13	 	 	 	0	 	 	16	5	14	4
3729	1392	2008	2	2	2	3	2	2	2	4	2	2	4	3	2	1	 	5	4	3	3	6	6	2	3	6	5	3	1	2	3	3	3	3	4	5	 	 	 	 	 	5	1	2	1	1	2	2	1	 	1	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	2	1	1	 	2	2	2	2	1	1	3	4	 	 	 	5	3	6	5	6	6	7	3	4	1	2	1	2	2	1	1	2	2	2	2	3	4	4	2	2	 	2	 	1	45	1	1	7	2	 	2	 	 	2	 	16	5	0	1	1	60	1	3	 	1233	 	15	 	 	 	0	 	 	3	 	15	 	 	4	1.08531882803884	40	14	4	0	1	2	20	2	3	 	5220	 	2	 	 	 	0	 	 	12	3	9	2
3730	1394	2008	2	2	2	2	1	2	1	2	4	4	5	5	3	2	 	3	1	4	4	6	2	3	4	6	6	2	2	3	2	4	3	2	3	4	 	 	 	 	 	2	2	2	1	2	2	1	2	 	1	2	2	2	1	1	 	1	2	1	2	1	 	2	1	2	1	1	1	 	1	1	1	1	1	1	 	2	1	2	1	1	1	3	3	 	 	 	4	6	6	2	4	6	5	4	3	2	2	2	1	1	1	1	2	1	1	1	3	3	3	2	2	 	 	 	2	45	1	1	3	4	 	2	 	 	2	 	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	4	 	13	 	 	4	.866844873992232	45	18	6	0	1	1	60	1	3	 	2210	 	13	 	 	 	0	 	 	12	3	12	3
3731	1397	2008	2	2	4	4	1	1	2	2	4	3	4	4	2	2	 	4	4	4	3	4	4	4	4	5	5	1	1	3	3	2	3	2	3	5	 	 	 	 	 	7	2	2	1	1	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	2	4	4	 	 	 	5	4	4	4	4	4	4	5	3	1	2	1	1	2	1	1	2	1	2	2	5	5	5	2	2	 	2	 	1	44	1	1	4	3	 	2	 	 	3	 	14	4	0	2	1	40	 	 	 	8283	 	8	 	 	 	0	 	 	5	 	9	 	 	2	1.08531882803884	41	12	3	0	1	2	20	2	3	 	8281	 	3	 	 	 	0	 	 	12	3	12	3
3732	1398	2008	2	1	4	3	1	3	3	1	2	2	5	5	2	2	 	5	4	4	3	5	3	5	4	4	6	2	1	4	2	3	3	1	3	5	 	 	 	 	 	5	2	2	1	2	2	2	2	 	2	1	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	4	3	 	 	 	1	1	5	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	2	1	5	5	5	2	2	 	 	 	2	44	1	1	5	2	 	2	 	 	2	 	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	3	 	8	 	 	2	.866844873992232	40	12	3	0	1	1	45	1	3	 	8253	 	8	 	 	 	0	 	 	11	3	 	 
3733	1404	2008	2	3	4	4	1	2	1	1	3	3	3	3	3	1	 	5	1	5	4	4	4	3	4	4	4	2	2	2	3	3	3	3	3	5	 	 	 	 	 	5	1	2	1	1	2	2	2	 	2	2	2	2	1	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	4	4	4	 	 	 	6	3	4	1	1	1	1	1	1	1	1	1	1	1	5	5	5	2	2	 	2	 	1	43	1	1	6	1	 	2	 	 	2	 	12	3	0	2	1	50	 	 	 	1316	 	 	 	 	 	 	 	 	5	 	 	 	 	5	1.08531882803884	38	12	3	0	5	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 
3734	1405	2008	2	1	4	4	2	4	1	2	4	2	5	5	3	2	 	4	4	6	6	7	6	2	6	2	5	1	1	1	1	1	1	1	1	3	 	 	 	 	 	4	1	2	2	1	2	2	1	 	1	1	1	1	2	1	 	1	1	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	1	1	 	 	 	7	4	6	1	1	3	4	4	3	1	2	1	1	1	2	 	2	1	1	2	3	4	5	2	2	 	2	 	1	42	1	1	7	2	 	2	 	 	2	 	16	5	0	1	1	70	1	3	 	2131	 	15	 	 	 	0	 	 	4	 	16	 	 	4	1.08531882803884	39	16	5	0	1	2	25	2	2	 	4115	 	7	 	 	 	0	 	 	12	3	12	3
3735	1406	2008	2	2	3	3	1	3	3	3	3	4	3	3	3	3	 	6	4	4	5	4	4	4	4	5	4	2	2	3	1	3	3	1	5	4	 	 	 	 	 	3	2	2	2	2	2	1	2	 	2	2	1	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	2	 	 	 	4	4	4	3	4	3	4	3	4	2	2	2	2	2	1	2	2	2	2	2	4	4	4	2	2	 	2	 	2	42	1	1	6	2	 	2	 	 	2	 	12	3	0	1	2	28	2	3	 	4100	 	6	 	 	 	0	 	 	4	 	12	 	 	3	.866844873992232	44	16	5	0	1	1	48	1	3	 	3415	 	11	 	 	 	0	 	 	8	2	6	1
3736	1407	2008	2	3	4	4	 	2	2	2	3	3	3	4	2	1	 	3	3	3	3	4	2	3	3	4	4	2	1	2	3	3	3	2	2	4	 	 	 	 	 	4	2	2	1	2	2	2	2	 	2	2	2	2	2	2	 	1	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	3	4	4	 	 	 	3	3	4	2	2	2	2	2	2	2	2	2	2	1	5	5	5	2	2	 	2	 	2	42	5	 	6	2	 	2	 	 	2	 	12	3	0	1	2	6	2	3	 	8253	 	2	 	 	 	0	 	 	3	 	 	 	 	3	.866844873992232	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	12	3
3737	1413	2008	2	2	2	4	 	3	1	3	4	4	4	4	4	1	 	4	4	5	3	6	3	2	3	3	5	1	1	2	2	2	2	1	3	4	 	 	 	 	 	4	1	2	1	2	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	3	 	 	 	3	4	4	4	2	5	5	2	5	1	2	1	1	1	1	1	2	2	1	1	3	3	3	2	2	 	2	 	1	41	5	1	4	2	 	2	 	 	3	 	16	5	0	1	1	64	1	3	 	4121	 	10	 	 	 	0	 	 	5	 	 	 	 	3	1.08531882803884	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	14	4
3738	1421	2008	2	1	1	3	2	2	3	3	4	4	4	4	4	3	 	4	4	4	4	6	4	4	4	4	4	2	2	3	2	2	3	2	3	3	1	2	2	2	2	4	2	1	1	1	2	2	2	 	2	2	2	2	2	1	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	4	4	4	3	3	5	2	3	5	2	2	2	2	2	2	2	2	2	2	2	5	5	5	2	2	 	2	 	1	40	1	7	4	2	 	2	 	 	2	 	9	2	0	1	1	40	1	1	 	9312	 	9	 	 	 	0	 	 	5	 	13	 	 	3	1.08531882803884	41	12	3	0	1	1	40	1	1	 	2332	 	9	 	 	 	0	 	 	 	 	 	 
3739	1422	2008	2	4	4	4	1	3	2	2	4	4	4	4	2	1	 	4	4	3	3	3	4	4	3	5	3	3	2	2	3	3	3	3	4	4	 	 	 	 	 	3	1	2	1	1	2	2	2	 	2	1	2	1	1	2	 	1	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	2	 	 	 	3	3	5	1	1	1	5	4	7	1	2	1	1	1	1	1	2	1	1	1	4	4	4	2	2	 	2	 	1	39	1	1	10	2	 	2	 	 	1	 	16	5	0	1	2	24	1	2	 	2221	 	18	 	 	 	0	 	 	6	 	18	 	 	5	1.19601129807934	34	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	16	5	12	3
3740	1425	2008	2	3	4	4	1	2	2	2	3	3	4	4	2	2	 	4	2	5	5	5	5	2	5	5	3	2	2	3	3	2	3	2	4	5	 	 	 	 	 	7	1	2	1	2	2	2	2	 	2	2	2	2	2	2	 	2	1	2	2	2	 	1	1	1	1	1	1	 	2	2	2	2	2	2	 	2	2	2	2	2	2	3	3	 	 	 	5	3	6	2	4	4	5	4	5	2	2	1	2	2	1	1	2	2	2	1	5	5	5	2	2	 	2	 	1	38	1	1	3	2	 	2	 	 	4	 	12	3	0	1	1	60	1	3	 	5122	 	8	 	 	 	0	 	 	5	 	8	 	 	2	1.19601129807934	39	14	4	0	1	2	14	2	3	 	 	 	2	 	 	 	0	 	 	12	3	12	3
3741	1427	2008	2	1	4	4	 	2	2	2	3	3	4	4	4	2	 	3	3	3	3	4	3	4	3	6	6	1	1	2	1	2	2	1	3	3	2	1	2	1	2	5	1	2	1	1	2	2	2	 	2	2	1	2	1	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	2	1	1	1	 	1	1	2	1	1	1	3	3	 	 	 	4	5	5	2	2	4	6	3	3	2	2	2	1	2	1	2	2	2	2	2	4	4	3	2	2	 	 	 	2	37	1	10	6	2	 	2	 	 	2	 	16	5	0	5	 	 	 	 	4	 	 	 	 	 	 	0	 	 	4	 	11	 	 	3	1.00685467305535	38	16	5	0	1	1	45	1	3	 	4121	 	11	 	 	 	0	 	 	12	3	12	3
3742	1428	2008	2	2	4	4	1	2	2	2	3	3	4	4	2	1	 	3	4	4	4	4	3	4	4	4	4	2	1	2	3	1	2	2	3	5	 	 	 	 	 	5	1	1	1	1	1	2	1	 	1	2	2	2	2	2	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	2	3	 	 	 	3	3	4	5	3	5	3	6	3	3	2	1	1	1	1	1	2	1	1	1	4	4	4	2	2	 	 	 	2	37	1	1	6	2	 	2	 	 	2	 	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	850	 	 	3	 	10	 	 	3	1.00685467305535	38	12	3	0	1	1	70	1	3	 	3118	 	9	 	 	 	0	 	 	16	5	14	4
3743	1430	2008	2	1	2	1	 	1	2	2	3	3	3	3	3	2	 	4	4	3	5	4	3	4	4	5	5	2	2	2	2	3	3	2	3	5	 	 	 	 	 	4	1	2	1	2	2	2	1	 	1	1	1	1	1	1	 	2	2	2	2	2	 	1	1	1	1	1	1	 	1	1	1	1	1	1	 	1	1	1	1	1	1	3	4	 	 	 	3	4	4	3	3	4	5	4	2	2	2	1	1	2	2	1	2	2	2	1	3	4	5	2	2	 	 	 	2	37	1	1	5	2	 	2	 	 	1	 	14	4	0	5	 	 	 	 	4	 	 	 	 	 	 	350	 	 	2	 	11	 	 	3	1.00685467305535	34	12	3	0	1	1	50	1	3	 	3415	 	11	 	 	 	0	 	 	12	3	12	3
